conflict_id,person_id,activity_1,activity_2,time_interval,conflict_type,overlap_minutes,severity
270,P004,Project Discussion,One-on-One,2025-09-18 17:35 - 2025-09-18 18:00,partial overlap,25,Medium
271,P004,Requirements Analysis,Product Demo,2025-09-22 11:06 - 2025-09-22 11:27,containment,21,Medium
272,P004,Meeting,Tech Sharing,2025-09-20 11:45 - 2025-09-20 12:15,partial overlap,30,Medium
273,P004,Training,Tech Sharing,2025-09-20 11:53 - 2025-09-20 12:15,partial overlap,22,Medium
274,P004,Deployment,Tech Sharing,2025-09-23 10:45 - 2025-09-23 11:14,containment,29,Medium
275,P004,Code Review,Training,2025-09-26 17:15 - 2025-09-26 17:30,partial overlap,15,Medium
276,P004,Training,Meeting,2025-09-20 11:53 - 2025-09-20 12:30,partial overlap,37,Medium
277,P004,Design Review,Meeting,2025-09-25 13:15 - 2025-09-25 13:45,partial overlap,30,Medium
278,P004,Deployment,Meeting,2025-09-25 13:45 - 2025-09-25 14:00,partial overlap,15,Medium
279,P004,Deployment,Project Discussion,2025-09-24 16:00 - 2025-09-24 16:15,partial overlap,15,Medium
280,P004,Brainstorming,Project Discussion,2025-09-28 17:15 - 2025-09-28 17:45,partial overlap,30,Medium
281,P004,Team Building,Brainstorming,2025-09-30 11:15 - 2025-09-30 11:45,containment,30,Medium
282,P004,Code Review,Client Visit,2025-09-30 15:30 - 2025-09-30 15:45,partial overlap,15,Medium
283,P004,Tech Sharing,Client Visit,2025-09-30 15:51 - 2025-09-30 16:15,partial overlap,24,Medium
284,P004,Tech Sharing,Testing Acceptance,2025-10-01 17:00 - 2025-10-01 17:15,containment,15,Medium
285,P004,Client Visit,Product Demo,2025-09-29 10:10 - 2025-09-29 10:15,partial overlap,5,Low
286,P004,One-on-One,Client Visit,2025-10-04 11:30 - 2025-10-04 12:00,containment,30,Medium
287,P004,Meeting,Product Demo,2025-09-28 13:44 - 2025-09-28 13:45,partial overlap,1,Low
288,P004,Project Discussion,Tech Sharing,2025-10-04 09:23 - 2025-10-04 09:45,partial overlap,22,Medium
289,P004,Training,Brainstorming,2025-09-29 18:41 - 2025-09-29 18:45,partial overlap,4,Low
290,P004,One-on-One,Operations Check,2025-10-04 13:30 - 2025-10-04 13:45,containment,15,Medium
291,P004,Project Discussion,Project Discussion,2025-10-05 08:15 - 2025-10-05 08:45,partial overlap,30,Medium
292,P004,Meeting,Team Building,2025-10-03 19:06 - 2025-10-03 19:30,containment,24,Medium
293,P004,One-on-One,Team Building,2025-10-03 19:27 - 2025-10-03 19:30,partial overlap,3,Low
294,P004,Product Demo,Meeting,2025-10-01 11:30 - 2025-10-01 11:45,containment,15,Medium
295,P004,Project Discussion,Client Visit,2025-10-04 09:45 - 2025-10-04 09:52,partial overlap,7,Low
296,P004,Product Demo,Design Review,2025-10-03 11:24 - 2025-10-03 11:45,partial overlap,21,Medium
297,P004,Product Demo,Tech Sharing,2025-10-03 12:15 - 2025-10-03 12:16,partial overlap,1,Low
298,P004,One-on-One,Meeting,2025-10-03 19:27 - 2025-10-03 19:30,partial overlap,3,Low
299,P004,Training,Client Visit,2025-09-29 18:47 - 2025-09-29 19:08,partial overlap,21,Medium
300,P004,Product Demo,Client Visit,2025-09-29 18:47 - 2025-09-29 19:00,partial overlap,13,Low
301,P004,Product Demo,Training,2025-09-29 18:45 - 2025-09-29 19:00,containment,15,Medium
302,P004,Product Demo,Testing Acceptance,2025-10-10 15:15 - 2025-10-10 15:45,partial overlap,30,Medium
303,P004,Code Review,Design Review,2025-10-07 11:59 - 2025-10-07 12:15,partial overlap,16,Medium
304,P004,Tech Sharing,Code Review,2025-10-06 17:26 - 2025-10-06 18:00,partial overlap,34,Medium
305,P004,Meeting,Code Review,2025-10-06 17:55 - 2025-10-06 18:00,partial overlap,5,Low
306,P004,Project Discussion,Product Demo,2025-10-10 12:10 - 2025-10-10 12:45,partial overlap,35,Medium
307,P004,Meeting,Tech Sharing,2025-10-06 17:55 - 2025-10-06 18:10,partial overlap,15,Medium
308,P004,One-on-One,One-on-One,2025-10-16 15:30 - 2025-10-16 16:00,containment,30,Medium
309,P004,Project Discussion,Product Demo,2025-10-15 10:00 - 2025-10-15 10:30,partial overlap,30,Medium
310,P004,Requirements Analysis,Product Demo,2025-10-15 10:10 - 2025-10-15 10:30,partial overlap,20,Medium
311,P004,Project Discussion,Meeting,2025-10-16 14:08 - 2025-10-16 14:28,containment,20,Medium
312,P004,Operations Check,Deployment,2025-10-18 13:45 - 2025-10-18 14:30,full overlap,45,High
313,P004,Requirements Analysis,Project Discussion,2025-10-15 10:10 - 2025-10-15 10:45,partial overlap,35,Medium
314,P004,Requirements Analysis,Team Building,2025-10-20 14:14 - 2025-10-20 14:45,partial overlap,31,Medium
315,P004,Meeting,Project Discussion,2025-10-24 14:30 - 2025-10-24 14:45,containment,15,Medium
316,P004,Requirements Analysis,One-on-One,2025-10-25 09:00 - 2025-10-25 09:04,partial overlap,4,Low
317,P004,Training,Operations Check,2025-10-27 11:15 - 2025-10-27 11:45,containment,30,Medium
318,P004,Tech Sharing,Meeting,2025-10-22 15:45 - 2025-10-22 16:15,containment,30,Medium
319,P004,Project Discussion,Meeting,2025-10-26 10:00 - 2025-10-26 10:15,containment,15,Medium
320,P004,Training,Testing Acceptance,2025-10-25 08:30 - 2025-10-25 08:45,partial overlap,15,Medium
321,P004,Project Discussion,Requirements Analysis,2025-10-25 19:11 - 2025-10-25 19:15,partial overlap,4,Low
322,P004,Requirements Analysis,Training,2025-10-25 08:45 - 2025-10-25 09:00,partial overlap,15,Medium
323,P004,Product Demo,Code Review,2025-10-31 13:45 - 2025-10-31 14:15,containment,30,Medium
324,P004,Product Demo,Product Demo,2025-10-31 13:30 - 2025-10-31 13:45,containment,15,Medium
325,P004,Requirements Analysis,Brainstorming,2025-11-03 08:30 - 2025-11-03 09:00,containment,30,Medium
326,P004,Brainstorming,One-on-One,2025-11-02 18:15 - 2025-11-02 19:00,partial overlap,45,High
327,P004,Meeting,Design Review,2025-11-06 13:45 - 2025-11-06 14:15,containment,30,Medium
328,P004,One-on-One,Design Review,2025-11-06 13:47 - 2025-11-06 14:04,containment,17,Medium
329,P004,Design Review,Operations Check,2025-11-12 09:30 - 2025-11-12 10:15,containment,45,High
330,P004,Code Review,Team Building,2025-11-10 17:15 - 2025-11-10 17:45,partial overlap,30,Medium
331,P004,One-on-One,Meeting,2025-11-06 13:47 - 2025-11-06 14:04,containment,17,Medium
332,P004,Testing Acceptance,Testing Acceptance,2025-11-10 13:15 - 2025-11-10 13:45,containment,30,Medium
333,P004,Brainstorming,Operations Check,2025-11-07 13:30 - 2025-11-07 13:48,containment,18,Medium
334,P004,Brainstorming,Design Review,2025-11-09 17:30 - 2025-11-09 17:45,partial overlap,15,Medium
335,P004,Project Discussion,Design Review,2025-11-09 17:48 - 2025-11-09 18:04,containment,16,Medium
336,P004,Deployment,Deployment,2025-11-09 11:11 - 2025-11-09 11:30,partial overlap,19,Medium
337,P004,Product Demo,Deployment,2025-11-09 11:20 - 2025-11-09 11:30,partial overlap,10,Low
338,P004,Deployment,Training,2025-11-17 12:30 - 2025-11-17 13:00,containment,30,Medium
339,P004,Team Building,Training,2025-11-17 12:41 - 2025-11-17 13:30,partial overlap,49,High
340,P004,Deployment,Team Building,2025-11-17 12:41 - 2025-11-17 13:00,partial overlap,19,Medium
341,P004,Product Demo,Deployment,2025-11-09 11:20 - 2025-11-09 11:34,partial overlap,14,Low
342,P004,One-on-One,Team Building,2025-11-15 15:35 - 2025-11-15 15:45,partial overlap,10,Low
343,P004,Design Review,One-on-One,2025-11-22 11:00 - 2025-11-22 11:15,partial overlap,15,Medium
344,P004,Brainstorming,Operations Check,2025-11-22 14:37 - 2025-11-22 14:57,containment,20,Medium
345,P004,Meeting,Requirements Analysis,2025-11-20 15:45 - 2025-11-20 16:00,partial overlap,15,Medium
346,P004,Requirements Analysis,Team Building,2025-11-17 11:09 - 2025-11-17 11:30,partial overlap,21,Medium
347,P004,Design Review,Brainstorming,2025-11-20 10:52 - 2025-11-20 11:15,partial overlap,23,Medium
348,P004,Product Demo,Requirements Analysis,2025-11-16 13:44 - 2025-11-16 13:45,partial overlap,1,Low
349,P005,Design Review,Project Discussion,2025-09-15 10:28 - 2025-09-15 11:15,partial overlap,47,High
350,P005,Testing Acceptance,One-on-One,2025-09-16 17:45 - 2025-09-16 18:00,partial overlap,15,Medium
351,P005,One-on-One,One-on-One,2025-09-16 18:00 - 2025-09-16 18:15,partial overlap,15,Medium
352,P005,Operations Check,One-on-One,2025-09-16 18:11 - 2025-09-16 18:15,partial overlap,4,Low
353,P005,Product Demo,Tech Sharing,2025-09-19 14:15 - 2025-09-19 14:45,partial overlap,30,Medium
354,P005,Operations Check,One-on-One,2025-09-16 18:11 - 2025-09-16 18:45,containment,34,Medium
355,P005,Client Visit,Client Visit,2025-09-18 18:45 - 2025-09-18 19:00,partial overlap,15,Medium
356,P005,Design Review,Product Demo,2025-09-17 08:22 - 2025-09-17 08:45,partial overlap,23,Medium
357,P005,Product Demo,Product Demo,2025-09-22 13:30 - 2025-09-22 14:15,full overlap,45,High
358,P005,Code Review,Product Demo,2025-09-22 13:52 - 2025-09-22 14:09,containment,17,Medium
359,P005,Team Building,Operations Check,2025-09-26 12:00 - 2025-09-26 12:15,partial overlap,15,Medium
360,P005,Product Demo,Code Review,2025-09-20 08:36 - 2025-09-20 09:00,partial overlap,24,Medium
361,P005,One-on-One,Deployment,2025-09-26 10:15 - 2025-09-26 10:30,partial overlap,15,Medium
362,P005,Operations Check,Deployment,2025-09-26 10:30 - 2025-09-26 10:45,partial overlap,15,Medium
363,P005,Meeting,Tech Sharing,2025-09-27 18:41 - 2025-09-27 18:45,partial overlap,4,Low
364,P005,Code Review,Product Demo,2025-09-22 13:52 - 2025-09-22 14:09,containment,17,Medium
365,P005,Testing Acceptance,Operations Check,2025-09-25 18:35 - 2025-09-25 19:00,partial overlap,25,Medium
366,P005,Product Demo,Client Visit,2025-09-27 12:45 - 2025-09-27 13:15,partial overlap,30,Medium
367,P005,Tech Sharing,Requirements Analysis,2025-10-03 14:15 - 2025-10-03 14:30,partial overlap,15,Medium
368,P005,Requirements Analysis,Project Discussion,2025-10-02 18:00 - 2025-10-02 18:15,containment,15,Medium
369,P005,Client Visit,Project Discussion,2025-10-02 09:30 - 2025-10-02 09:45,partial overlap,15,Medium
370,P005,Meeting,Requirements Analysis,2025-10-02 18:27 - 2025-10-02 18:43,containment,16,Medium
371,P005,Code Review,Meeting,2025-10-04 10:00 - 2025-10-04 10:30,full overlap,30,Medium
372,P005,Meeting,Code Review,2025-10-05 15:30 - 2025-10-05 15:45,partial overlap,15,Medium
373,P005,Tech Sharing,Meeting,2025-10-07 18:15 - 2025-10-07 18:30,containment,15,Medium
374,P005,Training,Design Review,2025-10-10 15:15 - 2025-10-10 16:00,containment,45,High
375,P005,Deployment,Design Review,2025-10-10 15:15 - 2025-10-10 16:00,full overlap,45,High
376,P005,Operations Check,Design Review,2025-10-10 15:36 - 2025-10-10 16:00,partial overlap,24,Medium
377,P005,Deployment,Training,2025-10-10 15:15 - 2025-10-10 16:00,containment,45,High
378,P005,Operations Check,Training,2025-10-10 15:36 - 2025-10-10 16:04,containment,28,Medium
379,P005,Operations Check,Deployment,2025-10-10 15:36 - 2025-10-10 16:00,partial overlap,24,Medium
380,P005,Training,Code Review,2025-10-13 18:19 - 2025-10-13 18:30,partial overlap,11,Low
381,P005,One-on-One,Product Demo,2025-10-18 14:00 - 2025-10-18 14:15,partial overlap,15,Medium
382,P005,Design Review,Product Demo,2025-10-18 14:06 - 2025-10-18 14:30,partial overlap,24,Medium
383,P005,Training,Brainstorming,2025-10-13 16:54 - 2025-10-13 17:15,partial overlap,21,Medium
384,P005,One-on-One,Deployment,2025-10-11 15:03 - 2025-10-11 15:30,partial overlap,27,Medium
385,P005,Design Review,One-on-One,2025-10-18 14:06 - 2025-10-18 14:15,partial overlap,9,Low
386,P005,Product Demo,Testing Acceptance,2025-10-19 17:45 - 2025-10-19 18:00,partial overlap,15,Medium
387,P005,Operations Check,Testing Acceptance,2025-10-19 17:45 - 2025-10-19 18:15,containment,30,Medium
388,P005,Tech Sharing,Testing Acceptance,2025-10-19 17:49 - 2025-10-19 18:15,partial overlap,26,Medium
389,P005,Product Demo,Testing Acceptance,2025-10-19 17:52 - 2025-10-19 18:13,containment,21,Medium
390,P005,Meeting,Testing Acceptance,2025-10-20 12:00 - 2025-10-20 12:30,containment,30,Medium
391,P005,Tech Sharing,One-on-One,2025-10-17 10:30 - 2025-10-17 11:00,partial overlap,30,Medium
392,P005,Team Building,One-on-One,2025-10-17 10:49 - 2025-10-17 11:15,partial overlap,26,Medium
393,P005,Testing Acceptance,Client Visit,2025-10-20 14:35 - 2025-10-20 15:00,partial overlap,25,Medium
394,P005,Meeting,Requirements Analysis,2025-10-17 18:00 - 2025-10-17 18:15,partial overlap,15,Medium
395,P005,Design Review,Training,2025-10-17 16:08 - 2025-10-17 16:30,partial overlap,22,Medium
396,P005,Team Building,Tech Sharing,2025-10-17 10:49 - 2025-10-17 11:00,partial overlap,11,Low
397,P005,Requirements Analysis,Product Demo,2025-10-19 17:30 - 2025-10-19 17:45,partial overlap,15,Medium
398,P005,Operations Check,Product Demo,2025-10-19 17:30 - 2025-10-19 18:00,containment,30,Medium
399,P005,Tech Sharing,Product Demo,2025-10-19 17:49 - 2025-10-19 18:00,partial overlap,11,Low
400,P005,Product Demo,Product Demo,2025-10-19 17:52 - 2025-10-19 18:00,partial overlap,8,Low
401,P005,Client Visit,Project Discussion,2025-10-21 15:30 - 2025-10-21 15:45,containment,15,Medium
402,P005,Operations Check,Requirements Analysis,2025-10-19 17:30 - 2025-10-19 17:45,partial overlap,15,Medium
403,P005,Operations Check,Tech Sharing,2025-10-19 17:49 - 2025-10-19 18:15,partial overlap,26,Medium
404,P005,Product Demo,Tech Sharing,2025-10-19 17:52 - 2025-10-19 18:13,containment,21,Medium
405,P005,Operations Check,Product Demo,2025-10-19 17:52 - 2025-10-19 18:13,containment,21,Medium
406,P005,Testing Acceptance,Tech Sharing,2025-10-24 14:00 - 2025-10-24 14:30,partial overlap,30,Medium
407,P005,One-on-One,Testing Acceptance,2025-10-23 11:00 - 2025-10-23 11:45,full overlap,45,High
408,P005,Design Review,Deployment,2025-10-28 15:51 - 2025-10-28 16:17,containment,26,Medium
409,P005,Code Review,Deployment,2025-10-28 16:02 - 2025-10-28 16:30,partial overlap,28,Medium
410,P005,Tech Sharing,Deployment,2025-10-28 16:08 - 2025-10-28 16:30,partial overlap,22,Medium
411,P005,Code Review,Code Review,2025-10-23 17:45 - 2025-10-23 18:15,partial overlap,30,Medium
412,P005,Tech Sharing,Deployment,2025-10-29 16:00 - 2025-10-29 16:15,containment,15,Medium
413,P005,Training,Team Building,2025-10-27 12:25 - 2025-10-27 12:30,partial overlap,5,Low
414,P005,Design Review,Design Review,2025-10-29 10:28 - 2025-10-29 10:30,partial overlap,2,Low
415,P005,Training,Brainstorming,2025-10-25 18:00 - 2025-10-25 18:30,containment,30,Medium
416,P005,Deployment,Testing Acceptance,2025-10-26 16:25 - 2025-10-26 16:30,partial overlap,5,Low
417,P005,One-on-One,Client Visit,2025-10-28 17:30 - 2025-10-28 18:00,partial overlap,30,Medium
418,P005,Design Review,Product Demo,2025-10-29 17:13 - 2025-10-29 17:30,partial overlap,17,Medium
419,P005,Code Review,Design Review,2025-10-28 16:02 - 2025-10-28 16:17,partial overlap,15,Medium
420,P005,Tech Sharing,Design Review,2025-10-28 16:08 - 2025-10-28 16:17,partial overlap,9,Low
421,P005,Tech Sharing,Code Review,2025-10-28 16:08 - 2025-10-28 16:57,partial overlap,49,High
422,P005,One-on-One,Product Demo,2025-11-02 17:00 - 2025-11-02 17:45,containment,45,High
423,P005,Project Discussion,Project Discussion,2025-10-30 09:44 - 2025-10-30 10:36,containment,52,High
424,P005,Product Demo,Product Demo,2025-11-04 09:30 - 2025-11-04 10:00,partial overlap,30,Medium
425,P005,Requirements Analysis,Training,2025-11-05 14:05 - 2025-11-05 14:37,containment,32,Medium
426,P005,Deployment,Tech Sharing,2025-11-07 16:57 - 2025-11-07 17:22,containment,25,Medium
427,P005,Meeting,Client Visit,2025-11-09 11:15 - 2025-11-09 11:30,partial overlap,15,Medium
428,P005,Brainstorming,Brainstorming,2025-11-09 10:19 - 2025-11-09 10:47,containment,28,Medium
429,P005,Requirements Analysis,Operations Check,2025-11-13 13:30 - 2025-11-13 13:45,partial overlap,15,Medium
430,P005,Meeting,Deployment,2025-11-13 16:45 - 2025-11-13 17:15,partial overlap,30,Medium
431,P005,Meeting,Deployment,2025-11-13 16:53 - 2025-11-13 17:15,partial overlap,22,Medium
432,P005,Meeting,Meeting,2025-11-13 16:53 - 2025-11-13 17:30,partial overlap,37,Medium
433,P005,One-on-One,Testing Acceptance,2025-11-11 11:05 - 2025-11-11 11:15,partial overlap,10,Low
434,P005,Deployment,Team Building,2025-11-11 14:39 - 2025-11-11 15:00,partial overlap,21,Medium
435,P005,Team Building,Code Review,2025-11-19 10:47 - 2025-11-19 11:00,partial overlap,13,Low
436,P005,Brainstorming,Tech Sharing,2025-11-12 11:38 - 2025-11-12 11:45,partial overlap,7,Low
437,P005,Project Discussion,Operations Check,2025-11-16 12:00 - 2025-11-16 12:45,full overlap,45,High
438,P005,Team Building,One-on-One,2025-11-20 09:09 - 2025-11-20 09:15,partial overlap,6,Low
439,P005,Testing Acceptance,Team Building,2025-11-20 10:54 - 2025-11-20 11:15,partial overlap,21,Medium
440,P005,Client Visit,Team Building,2025-11-20 11:10 - 2025-11-20 11:15,partial overlap,5,Low
441,P005,Code Review,Tech Sharing,2025-11-18 08:45 - 2025-11-18 09:00,containment,15,Medium
442,P005,Team Building,Project Discussion,2025-11-21 14:00 - 2025-11-21 14:15,containment,15,Medium
443,P005,Meeting,Meeting,2025-11-23 08:14 - 2025-11-23 08:15,partial overlap,1,Low
444,P005,Client Visit,Team Building,2025-11-22 14:29 - 2025-11-22 14:30,partial overlap,1,Low
445,P005,Team Building,Meeting,2025-11-20 09:30 - 2025-11-20 09:36,partial overlap,6,Low
446,P005,Training,Meeting,2025-11-23 08:28 - 2025-11-23 08:44,partial overlap,16,Medium
447,P005,Client Visit,Testing Acceptance,2025-11-20 11:10 - 2025-11-20 11:36,containment,26,Medium
448,P006,Project Discussion,Team Building,2025-10-07 11:45 - 2025-10-07 12:30,partial overlap,45,High
449,P006,Training,Team Building,2025-10-07 11:58 - 2025-10-07 12:30,partial overlap,32,Medium
450,P006,Project Discussion,Testing Acceptance,2025-10-07 12:30 - 2025-10-07 13:15,partial overlap,45,High
451,P006,Training,Testing Acceptance,2025-10-07 12:30 - 2025-10-07 12:55,partial overlap,25,Medium
452,P006,Training,Project Discussion,2025-10-07 11:58 - 2025-10-07 12:55,containment,57,High
453,P006,Testing Acceptance,Project Discussion,2025-10-15 09:45 - 2025-10-15 10:00,partial overlap,15,Medium
454,P006,Product Demo,Team Building,2025-10-11 15:45 - 2025-10-11 16:00,partial overlap,15,Medium
455,P006,Project Discussion,Tech Sharing,2025-10-14 12:33 - 2025-10-14 12:54,containment,21,Medium
456,P006,Product Demo,Brainstorming,2025-10-14 16:56 - 2025-10-14 17:15,partial overlap,19,Medium
457,P006,Code Review,Design Review,2025-10-19 15:58 - 2025-10-19 16:30,partial overlap,32,Medium
458,P006,Code Review,Design Review,2025-10-19 16:15 - 2025-10-19 16:30,containment,15,Medium
459,P006,Requirements Analysis,Tech Sharing,2025-10-22 11:45 - 2025-10-22 12:15,containment,30,Medium
460,P006,Team Building,Brainstorming,2025-10-21 18:00 - 2025-10-21 18:30,containment,30,Medium
461,P006,Brainstorming,Design Review,2025-10-24 15:30 - 2025-10-24 15:45,partial overlap,15,Medium
462,P006,Requirements Analysis,Design Review,2025-10-24 15:30 - 2025-10-24 15:45,containment,15,Medium
463,P006,Code Review,Code Review,2025-10-19 16:15 - 2025-10-19 16:30,containment,15,Medium
